Ámbito,Área,Indicador,Sex,Año,Fuente,Unidad,Valor
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","294.937"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","289.233"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","279.673"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","277.39"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","287.833"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2020","Labour force survey","1000 personas","281.07"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2015","Labour force survey","1000 personas","45.683"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2016","Labour force survey","1000 personas","42.846"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","39.127"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","37.633"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2019","Labour force survey","1000 personas","36.986"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2020","Labour force survey","1000 personas","37.266"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2015","Labour force survey","1000 personas","140.774"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2016","Labour force survey","1000 personas","133.798"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2017","Labour force survey","1000 personas","134.22"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2018","Labour force survey","1000 personas","129.605"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2019","Labour force survey","1000 personas","143.26"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2020","Labour force survey","1000 personas","134.291"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2015","Labour force survey","1000 personas","66.761"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2016","Labour force survey","1000 personas","68.632"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2017","Labour force survey","1000 personas","65.713"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2018","Labour force survey","1000 personas","65.229"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2019","Labour force survey","1000 personas","64.343"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2020","Labour force survey","1000 personas","63.833"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Total","2015","Labour force survey","1000 personas","41.719"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Total","2016","Labour force survey","1000 personas","43.958"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Total","2017","Labour force survey","1000 personas","40.612"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Total","2018","Labour force survey","1000 personas","44.923"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Total","2019","Labour force survey","1000 personas","43.244"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Total","2020","Labour force survey","1000 personas","45.681"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2015","Labour force survey","1000 personas","208.323"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2016","Labour force survey","1000 personas","202.424"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","195.113"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","193.959"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2019","Labour force survey","1000 personas","196.901"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2020","Labour force survey","1000 personas","193.65"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2015","Labour force survey","1000 personas","32.137"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2016","Labour force survey","1000 personas","28.873"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2017","Labour force survey","1000 personas","26.991"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2018","Labour force survey","1000 personas","25.89"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2019","Labour force survey","1000 personas","24.59"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2020","Labour force survey","1000 personas","23.723"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2015","Labour force survey","1000 personas","97.004"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2016","Labour force survey","1000 personas","92.823"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2017","Labour force survey","1000 personas","93.881"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2018","Labour force survey","1000 personas","89.728"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2019","Labour force survey","1000 personas","98.454"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2020","Labour force survey","1000 personas","90.887"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2015","Labour force survey","1000 personas","46.487"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2016","Labour force survey","1000 personas","48.212"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2017","Labour force survey","1000 personas","44.163"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2018","Labour force survey","1000 personas","45.111"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2019","Labour force survey","1000 personas","40.609"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2020","Labour force survey","1000 personas","43.235"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Male","2015","Labour force survey","1000 personas","32.695"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Male","2016","Labour force survey","1000 personas","32.516"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Male","2017","Labour force survey","1000 personas","30.078"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Male","2018","Labour force survey","1000 personas","33.23"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Male","2019","Labour force survey","1000 personas","33.248"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Male","2020","Labour force survey","1000 personas","35.807"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2015","Labour force survey","1000 personas","86.614"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2016","Labour force survey","1000 personas","86.809"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2017","Labour force survey","1000 personas","84.56"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2018","Labour force survey","1000 personas","83.431"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2019","Labour force survey","1000 personas","90.932"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2020","Labour force survey","1000 personas","87.42"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2015","Labour force survey","1000 personas","13.546"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2016","Labour force survey","1000 personas","13.973"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2017","Labour force survey","1000 personas","12.136"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2018","Labour force survey","1000 personas","11.743"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2019","Labour force survey","1000 personas","12.396"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2020","Labour force survey","1000 personas","13.544"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2015","Labour force survey","1000 personas","43.77"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2016","Labour force survey","1000 personas","40.974"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2017","Labour force survey","1000 personas","40.339"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2018","Labour force survey","1000 personas","39.877"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2019","Labour force survey","1000 personas","44.806"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2020","Labour force survey","1000 personas","43.404"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2015","Labour force survey","1000 personas","20.274"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2016","Labour force survey","1000 personas","20.42"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2017","Labour force survey","1000 personas","21.551"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2018","Labour force survey","1000 personas","20.119"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2019","Labour force survey","1000 personas","23.734"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2020","Labour force survey","1000 personas","20.598"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Female","2015","Labour force survey","1000 personas","9.024"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Female","2016","Labour force survey","1000 personas","11.442"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Female","2017","Labour force survey","1000 personas","10.535"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Female","2018","Labour force survey","1000 personas","11.692"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Female","2019","Labour force survey","1000 personas","9.996"
"Indicadores de empleo: Agricultura","Canadá","Employment in agriculture, forestry and fishing by age, 65+","Female","2020","Labour force survey","1000 personas","9.874"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","2138.618"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","2165.22"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","2188.215"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","2132.997"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","2137.002"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2020","Labour force survey","1000 personas","2100.791"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2015","Labour force survey","1000 personas","215.154"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2016","Labour force survey","1000 personas","240.967"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","240.929"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","247.565"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2019","Labour force survey","1000 personas","208.217"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2020","Labour force survey","1000 personas","231.395"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2015","Labour force survey","1000 personas","1188.141"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2016","Labour force survey","1000 personas","1180.009"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2017","Labour force survey","1000 personas","1190.83"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2018","Labour force survey","1000 personas","1078.655"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2019","Labour force survey","1000 personas","1123.551"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2020","Labour force survey","1000 personas","1076.795"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2015","Labour force survey","1000 personas","416.099"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2016","Labour force survey","1000 personas","406.8"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2017","Labour force survey","1000 personas","408.83"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2018","Labour force survey","1000 personas","465.88"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2019","Labour force survey","1000 personas","444.343"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2020","Labour force survey","1000 personas","411.165"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 65+","Total","2015","Labour force survey","1000 personas","319.224"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 65+","Total","2016","Labour force survey","1000 personas","337.445"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 65+","Total","2017","Labour force survey","1000 personas","347.627"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 65+","Total","2018","Labour force survey","1000 personas","340.897"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 65+","Total","2019","Labour force survey","1000 personas","360.891"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 65+","Total","2020","Labour force survey","1000 personas","381.436"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2015","Labour force survey","1000 personas","1605.467"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2016","Labour force survey","1000 personas","1616.216"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","1645.597"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","1575.272"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2019","Labour force survey","1000 personas","1570.126"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2020","Labour force survey","1000 personas","1520.875"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2015","Labour force survey","1000 personas","161.091"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2016","Labour force survey","1000 personas","185.342"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2017","Labour force survey","1000 personas","192.829"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2018","Labour force survey","1000 personas","181.125"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2019","Labour force survey","1000 personas","156.363"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2020","Labour force survey","1000 personas","173.645"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2015","Labour force survey","1000 personas","906.517"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2016","Labour force survey","1000 personas","884.327"
"Indicadores de empleo: Agricultura","Estados Unidos de América","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2017","Labour force survey","1000 personas","894.802"
